,Unnamed: 0,ALT_CODE,ICD10,PHECODE,Excl. Phecodes,ICD10 String,Phenotype,Excl. Phenotypes,ICD10_NOX
12256,12256,T505,T50.5,979.0,960-979.99,Poisoning: Appetite depressants,Adverse drug events and drug allergies,"Poisoning By Drugs, Medicinal And Biological Substances",T505
12257,12257,T506,T50.6,979.0,960-979.99,"Poisoning: Antidotes and chelating agents, not elsewhere classified",Adverse drug events and drug allergies,"Poisoning By Drugs, Medicinal And Biological Substances",T506
12258,12258,T507,T50.7,979.0,960-979.99,Poisoning: Analeptics and opioid receptor antagonists,Adverse drug events and drug allergies,"Poisoning By Drugs, Medicinal And Biological Substances",T507
12259,12259,T508,T50.8,979.0,960-979.99,Poisoning: Diagnostic agents,Adverse drug events and drug allergies,"Poisoning By Drugs, Medicinal And Biological Substances",T508
12260,12260,T509,T50.9,979.0,960-979.99,"Poisoning: Other and unspecified drugs, medicaments and biological substances",Adverse drug events and drug allergies,"Poisoning By Drugs, Medicinal And Biological Substances",T509
12261,12261,T51,T51,981.0,981-989.99,Toxic effect of alcohol,Toxic effect of (non-ethyl) alcohol and petroleum and other solvents,Toxic effects of substances chiefly nonmedicinal as to source,T51
12262,12262,T510,T51.0,317.0,316-319.99,Toxic effect: Ethanol,Alcohol-related disorders,Substance-related disorders,T510
12263,12263,T511,T51.1,981.0,981-989.99,Toxic effect: Methanol,Toxic effect of (non-ethyl) alcohol and petroleum and other solvents,Toxic effects of substances chiefly nonmedicinal as to source,T511
12264,12264,T512,T51.2,981.0,981-989.99,Toxic effect: 2-Propanol,Toxic effect of (non-ethyl) alcohol and petroleum and other solvents,Toxic effects of substances chiefly nonmedicinal as to source,T512
12265,12265,T513,T51.3,981.0,981-989.99,Toxic effect: Fusel oil,Toxic effect of (non-ethyl) alcohol and petroleum and other solvents,Toxic effects of substances chiefly nonmedicinal as to source,T513
12266,12266,T518,T51.8,981.0,981-989.99,Toxic effect: Other alcohols,Toxic effect of (non-ethyl) alcohol and petroleum and other solvents,Toxic effects of substances chiefly nonmedicinal as to source,T518
12267,12267,T519,T51.9,981.0,981-989.99,"Toxic effect: Alcohol, unspecified",Toxic effect of (non-ethyl) alcohol and petroleum and other solvents,Toxic effects of substances chiefly nonmedicinal as to source,T519
12268,12268,T52,T52,981.0,981-989.99,Toxic effect of organic solvents,Toxic effect of (non-ethyl) alcohol and petroleum and other solvents,Toxic effects of substances chiefly nonmedicinal as to source,T52
12269,12269,T520,T52.0,981.0,981-989.99,Toxic effect: Petroleum products,Toxic effect of (non-ethyl) alcohol and petroleum and other solvents,Toxic effects of substances chiefly nonmedicinal as to source,T520
12270,12270,T521,T52.1,981.0,981-989.99,Toxic effect: Benzene,Toxic effect of (non-ethyl) alcohol and petroleum and other solvents,Toxic effects of substances chiefly nonmedicinal as to source,T521
12271,12271,T522,T52.2,981.0,981-989.99,Toxic effect: Homologues of benzene,Toxic effect of (non-ethyl) alcohol and petroleum and other solvents,Toxic effects of substances chiefly nonmedicinal as to source,T522
12272,12272,T523,T52.3,981.0,981-989.99,Toxic effect: Glycols,Toxic effect of (non-ethyl) alcohol and petroleum and other solvents,Toxic effects of substances chiefly nonmedicinal as to source,T523
12273,12273,T524,T52.4,981.0,981-989.99,Toxic effect: Ketones,Toxic effect of (non-ethyl) alcohol and petroleum and other solvents,Toxic effects of substances chiefly nonmedicinal as to source,T524
12274,12274,T528,T52.8,981.0,981-989.99,Toxic effect: Other organic solvents,Toxic effect of (non-ethyl) alcohol and petroleum and other solvents,Toxic effects of substances chiefly nonmedicinal as to source,T528
12275,12275,T529,T52.9,981.0,981-989.99,"Toxic effect: Organic solvent, unspecified",Toxic effect of (non-ethyl) alcohol and petroleum and other solvents,Toxic effects of substances chiefly nonmedicinal as to source,T529
12276,12276,T530,T53.0,981.0,981-989.99,Toxic effect: Carbon tetrachloride,Toxic effect of (non-ethyl) alcohol and petroleum and other solvents,Toxic effects of substances chiefly nonmedicinal as to source,T530
12277,12277,T531,T53.1,987.0,981-989.99,Toxic effect: Chloroform,"Toxic effect of other gases, fumes, or vapors",Toxic effects of substances chiefly nonmedicinal as to source,T531
12278,12278,T532,T53.2,981.0,981-989.99,Toxic effect: Trichloroethylene,Toxic effect of (non-ethyl) alcohol and petroleum and other solvents,Toxic effects of substances chiefly nonmedicinal as to source,T532
12279,12279,T533,T53.3,981.0,981-989.99,Toxic effect: Tetrachloroethylene,Toxic effect of (non-ethyl) alcohol and petroleum and other solvents,Toxic effects of substances chiefly nonmedicinal as to source,T533
12280,12280,T534,T53.4,981.0,981-989.99,Toxic effect: Dichloromethane,Toxic effect of (non-ethyl) alcohol and petroleum and other solvents,Toxic effects of substances chiefly nonmedicinal as to source,T534
12281,12281,T54,T54,983.0,981-989.99,Toxic effect of corrosive substances,"Toxic effect of corrosive aromatics, acids, and caustic alkalis",Toxic effects of substances chiefly nonmedicinal as to source,T54
12282,12282,T540,T54.0,983.0,981-989.99,Toxic effect: Phenol and phenol homologues,"Toxic effect of corrosive aromatics, acids, and caustic alkalis",Toxic effects of substances chiefly nonmedicinal as to source,T540
12283,12283,T541,T54.1,983.0,981-989.99,Toxic effect: Other corrosive organic compounds,"Toxic effect of corrosive aromatics, acids, and caustic alkalis",Toxic effects of substances chiefly nonmedicinal as to source,T541
12284,12284,T542,T54.2,983.0,981-989.99,Toxic effect: Corrosive acids and acid-like substances,"Toxic effect of corrosive aromatics, acids, and caustic alkalis",Toxic effects of substances chiefly nonmedicinal as to source,T542
12285,12285,T543,T54.3,983.0,981-989.99,Toxic effect: Corrosive alkalis and alkali-like substances,"Toxic effect of corrosive aromatics, acids, and caustic alkalis",Toxic effects of substances chiefly nonmedicinal as to source,T543
12286,12286,T549,T54.9,983.0,981-989.99,"Toxic effect: Corrosive substance, unspecified","Toxic effect of corrosive aromatics, acids, and caustic alkalis",Toxic effects of substances chiefly nonmedicinal as to source,T549
12287,12287,T55X,T55,989.0,981-989.99,Toxic effect of soaps and detergents,"Toxic effect of other substances, chiefly nonmedicinal as to source",Toxic effects of substances chiefly nonmedicinal as to source,T55
12288,12288,T56,T56,985.0,981-989.99,Toxic effect of metals,Toxic effect of other metals,Toxic effects of substances chiefly nonmedicinal as to source,T56
12289,12289,T560,T56.0,984.0,981-989.99,Toxic effect: Lead and its compounds,Toxic effect of lead and its compounds (including fumes),Toxic effects of substances chiefly nonmedicinal as to source,T560
12290,12290,T561,T56.1,985.0,981-989.99,Toxic effect: Mercury and its compounds,Toxic effect of other metals,Toxic effects of substances chiefly nonmedicinal as to source,T561
12291,12291,T562,T56.2,985.0,981-989.99,Toxic effect: Chromium and its compounds,Toxic effect of other metals,Toxic effects of substances chiefly nonmedicinal as to source,T562
12292,12292,T563,T56.3,985.0,981-989.99,Toxic effect: Cadmium and its compounds,Toxic effect of other metals,Toxic effects of substances chiefly nonmedicinal as to source,T563
12293,12293,T565,T56.5,985.0,981-989.99,Toxic effect: Zinc and its compounds,Toxic effect of other metals,Toxic effects of substances chiefly nonmedicinal as to source,T565
12294,12294,T566,T56.6,985.0,981-989.99,Toxic effect: Tin and its compounds,Toxic effect of other metals,Toxic effects of substances chiefly nonmedicinal as to source,T566
12295,12295,T567,T56.7,985.0,981-989.99,Toxic effect: Beryllium and its compounds,Toxic effect of other metals,Toxic effects of substances chiefly nonmedicinal as to source,T567
12296,12296,T568,T56.8,985.0,981-989.99,Toxic effect: Other metals,Toxic effect of other metals,Toxic effects of substances chiefly nonmedicinal as to source,T568
12297,12297,T569,T56.9,985.0,981-989.99,"Toxic effect: Metal, unspecified",Toxic effect of other metals,Toxic effects of substances chiefly nonmedicinal as to source,T569
12298,12298,T570,T57.0,985.0,981-989.99,Toxic effect: Arsenic and its compounds,Toxic effect of other metals,Toxic effects of substances chiefly nonmedicinal as to source,T570
12299,12299,T571,T57.1,983.0,981-989.99,Toxic effect: Phosphorus and its compounds,"Toxic effect of corrosive aromatics, acids, and caustic alkalis",Toxic effects of substances chiefly nonmedicinal as to source,T571
12300,12300,T572,T57.2,985.0,981-989.99,Toxic effect: Manganese and its compounds,Toxic effect of other metals,Toxic effects of substances chiefly nonmedicinal as to source,T572
12301,12301,T573,T57.3,989.0,981-989.99,Toxic effect: Hydrogen cyanide,"Toxic effect of other substances, chiefly nonmedicinal as to source",Toxic effects of substances chiefly nonmedicinal as to source,T573
12302,12302,T578,T57.8,989.0,981-989.99,Toxic effect: Other specified inorganic substances,"Toxic effect of other substances, chiefly nonmedicinal as to source",Toxic effects of substances chiefly nonmedicinal as to source,T578
12303,12303,T58X,T58,986.0,981-989.99,Toxic effect of carbon monoxide,Toxic effect of carbon monoxide,Toxic effects of substances chiefly nonmedicinal as to source,T58
12304,12304,T59,T59,987.0,981-989.99,"Toxic effect of other gases, fumes and vapours","Toxic effect of other gases, fumes, or vapors",Toxic effects of substances chiefly nonmedicinal as to source,T59
12305,12305,T590,T59.0,987.0,981-989.99,Toxic effect: Nitrogen oxides,"Toxic effect of other gases, fumes, or vapors",Toxic effects of substances chiefly nonmedicinal as to source,T590
12306,12306,T591,T59.1,987.0,981-989.99,Toxic effect: Sulfur dioxide,"Toxic effect of other gases, fumes, or vapors",Toxic effects of substances chiefly nonmedicinal as to source,T591
12307,12307,T592,T59.2,989.0,981-989.99,Toxic effect: Formaldehyde,"Toxic effect of other substances, chiefly nonmedicinal as to source",Toxic effects of substances chiefly nonmedicinal as to source,T592
12308,12308,T592,T59.2,987.0,981-989.99,Toxic effect: Formaldehyde,"Toxic effect of other gases, fumes, or vapors",Toxic effects of substances chiefly nonmedicinal as to source,T592
12309,12309,T593,T59.3,987.0,981-989.99,Toxic effect: Lacrimogenic gas,"Toxic effect of other gases, fumes, or vapors",Toxic effects of substances chiefly nonmedicinal as to source,T593
12310,12310,T594,T59.4,987.0,981-989.99,Toxic effect: Chlorine gas,"Toxic effect of other gases, fumes, or vapors",Toxic effects of substances chiefly nonmedicinal as to source,T594
12311,12311,T595,T59.5,987.0,981-989.99,Toxic effect: Fluorine gas and hydrogen fluoride,"Toxic effect of other gases, fumes, or vapors",Toxic effects of substances chiefly nonmedicinal as to source,T595
12312,12312,T596,T59.6,987.0,981-989.99,Toxic effect: Hydrogen sulfide,"Toxic effect of other gases, fumes, or vapors",Toxic effects of substances chiefly nonmedicinal as to source,T596
12313,12313,T597,T59.7,987.0,981-989.99,Toxic effect: Carbon dioxide,"Toxic effect of other gases, fumes, or vapors",Toxic effects of substances chiefly nonmedicinal as to source,T597
12314,12314,T598,T59.8,987.0,981-989.99,"Toxic effect: Other specified gases, fumes and vapours","Toxic effect of other gases, fumes, or vapors",Toxic effects of substances chiefly nonmedicinal as to source,T598
12315,12315,T599,T59.9,987.0,981-989.99,"Toxic effect: Gases, fumes and vapours, unspecified","Toxic effect of other gases, fumes, or vapors",Toxic effects of substances chiefly nonmedicinal as to source,T599
12316,12316,T60,T60,989.0,981-989.99,Toxic effect of pesticides,"Toxic effect of other substances, chiefly nonmedicinal as to source",Toxic effects of substances chiefly nonmedicinal as to source,T60
12317,12317,T600,T60.0,989.0,981-989.99,Toxic effect: Organophosphate and carbamate insecticides,"Toxic effect of other substances, chiefly nonmedicinal as to source",Toxic effects of substances chiefly nonmedicinal as to source,T600
12318,12318,T601,T60.1,989.0,981-989.99,Toxic effect: Halogenated insecticides,"Toxic effect of other substances, chiefly nonmedicinal as to source",Toxic effects of substances chiefly nonmedicinal as to source,T601
12319,12319,T602,T60.2,989.0,981-989.99,Toxic effect: Other insecticides,"Toxic effect of other substances, chiefly nonmedicinal as to source",Toxic effects of substances chiefly nonmedicinal as to source,T602
12320,12320,T603,T60.3,989.0,981-989.99,Toxic effect: Herbicides and fungicides,"Toxic effect of other substances, chiefly nonmedicinal as to source",Toxic effects of substances chiefly nonmedicinal as to source,T603
12321,12321,T604,T60.4,989.0,981-989.99,Toxic effect: Rodenticides,"Toxic effect of other substances, chiefly nonmedicinal as to source",Toxic effects of substances chiefly nonmedicinal as to source,T604
12322,12322,T608,T60.8,989.0,981-989.99,Toxic effect: Other pesticides,"Toxic effect of other substances, chiefly nonmedicinal as to source",Toxic effects of substances chiefly nonmedicinal as to source,T608
12323,12323,T609,T60.9,989.0,981-989.99,"Toxic effect: Pesticide, unspecified","Toxic effect of other substances, chiefly nonmedicinal as to source",Toxic effects of substances chiefly nonmedicinal as to source,T609
12324,12324,T61,T61,988.0,981-989.99,Toxic effect of noxious substances eaten as seafood,Toxic effect of noxious substances eaten as food,Toxic effects of substances chiefly nonmedicinal as to source,T61
12325,12325,T610,T61.0,988.0,981-989.99,Toxic effect: Ciguatera fish poisoning,Toxic effect of noxious substances eaten as food,Toxic effects of substances chiefly nonmedicinal as to source,T610
12326,12326,T611,T61.1,136.0,130-136.99,Toxic effect: Scombroid fish poisoning,Other infectious and parasitic diseases,Other infections; including parasitic,T611
12327,12327,T611,T61.1,988.0,981-989.99,Toxic effect: Scombroid fish poisoning,Toxic effect of noxious substances eaten as food,Toxic effects of substances chiefly nonmedicinal as to source,T611
12328,12328,T612,T61.2,988.0,981-989.99,Toxic effect: Other fish and shellfish poisoning,Toxic effect of noxious substances eaten as food,Toxic effects of substances chiefly nonmedicinal as to source,T612
12329,12329,T618,T61.8,988.0,981-989.99,Toxic effect: Toxic effect of other seafoods,Toxic effect of noxious substances eaten as food,Toxic effects of substances chiefly nonmedicinal as to source,T618
12330,12330,T619,T61.9,988.0,981-989.99,Toxic effect: Toxic effect of unspecified seafood,Toxic effect of noxious substances eaten as food,Toxic effects of substances chiefly nonmedicinal as to source,T619
12331,12331,T62,T62,988.0,981-989.99,Toxic effect of other noxious substances eaten as food,Toxic effect of noxious substances eaten as food,Toxic effects of substances chiefly nonmedicinal as to source,T62
12332,12332,T620,T62.0,988.0,981-989.99,Toxic effect: Ingested mushrooms,Toxic effect of noxious substances eaten as food,Toxic effects of substances chiefly nonmedicinal as to source,T620
12333,12333,T621,T62.1,988.0,981-989.99,Toxic effect: Ingested berries,Toxic effect of noxious substances eaten as food,Toxic effects of substances chiefly nonmedicinal as to source,T621
12334,12334,T622,T62.2,988.0,981-989.99,Toxic effect: Other ingested (parts of) plant(s),Toxic effect of noxious substances eaten as food,Toxic effects of substances chiefly nonmedicinal as to source,T622
12335,12335,T628,T62.8,988.0,981-989.99,Toxic effect: Other specified noxious substances eaten as food,Toxic effect of noxious substances eaten as food,Toxic effects of substances chiefly nonmedicinal as to source,T628
12336,12336,T629,T62.9,988.0,981-989.99,"Toxic effect: Noxious substance eaten as food, unspecified",Toxic effect of noxious substances eaten as food,Toxic effects of substances chiefly nonmedicinal as to source,T629
12337,12337,T630,T63.0,913.0,912-913.99,Toxic effect: Snake venom,Toxic effect of venom," insect bite, toxic effect of venom",T630
12338,12338,T631,T63.1,913.0,912-913.99,Toxic effect: Venom of other reptiles,Toxic effect of venom," insect bite, toxic effect of venom",T631
12339,12339,T632,T63.2,913.0,912-913.99,Toxic effect: Venom of scorpion,Toxic effect of venom," insect bite, toxic effect of venom",T632
12340,12340,T632,T63.2,1015.0,,Toxic effect: Venom of scorpion,Effects of other external causes,,T632
12341,12341,T632,T63.2,979.0,960-979.99,Toxic effect: Venom of scorpion,Adverse drug events and drug allergies,"Poisoning By Drugs, Medicinal And Biological Substances",T632
12342,12342,T633,T63.3,913.0,912-913.99,Toxic effect: Venom of spider,Toxic effect of venom," insect bite, toxic effect of venom",T633
12343,12343,T634,T63.4,913.0,912-913.99,Toxic effect: Venom of other arthropods,Toxic effect of venom," insect bite, toxic effect of venom",T634
12344,12344,T636,T63.6,913.0,912-913.99,Toxic effect: Toxic effect of contact with other marine animals,Toxic effect of venom," insect bite, toxic effect of venom",T636
12345,12345,T638,T63.8,913.0,912-913.99,Toxic effect: Toxic effect of contact with other venomous animals,Toxic effect of venom," insect bite, toxic effect of venom",T638
12346,12346,T639,T63.9,913.0,912-913.99,Toxic effect: Toxic effect of contact with unspecified venomous animal,Toxic effect of venom," insect bite, toxic effect of venom",T639
12347,12347,T64X,T64,989.0,981-989.99,Toxic effect of aflatoxin and other mycotoxin food contaminants,"Toxic effect of other substances, chiefly nonmedicinal as to source",Toxic effects of substances chiefly nonmedicinal as to source,T64
12348,12348,T65,T65,989.0,981-989.99,Toxic effect of other and unspecified substances,"Toxic effect of other substances, chiefly nonmedicinal as to source",Toxic effects of substances chiefly nonmedicinal as to source,T65
12349,12349,T650,T65.0,989.0,981-989.99,Toxic effect: Cyanides,"Toxic effect of other substances, chiefly nonmedicinal as to source",Toxic effects of substances chiefly nonmedicinal as to source,T650
12350,12350,T651,T65.1,989.0,981-989.99,Toxic effect: Strychnine and its salts,"Toxic effect of other substances, chiefly nonmedicinal as to source",Toxic effects of substances chiefly nonmedicinal as to source,T651
12351,12351,T652,T65.2,989.0,981-989.99,Toxic effect: Tobacco and nicotine,"Toxic effect of other substances, chiefly nonmedicinal as to source",Toxic effects of substances chiefly nonmedicinal as to source,T652
12352,12352,T653,T65.3,989.0,981-989.99,Toxic effect: Nitroderivatives and aminoderivatives of benzene and its homologues,"Toxic effect of other substances, chiefly nonmedicinal as to source",Toxic effects of substances chiefly nonmedicinal as to source,T653
12353,12353,T654,T65.4,981.0,981-989.99,Toxic effect: Carbon disulfide,Toxic effect of (non-ethyl) alcohol and petroleum and other solvents,Toxic effects of substances chiefly nonmedicinal as to source,T654
12354,12354,T655,T65.5,989.0,981-989.99,Toxic effect: Nitroglycerin and other nitric acids and esters,"Toxic effect of other substances, chiefly nonmedicinal as to source",Toxic effects of substances chiefly nonmedicinal as to source,T655
12355,12355,T656,T65.6,989.0,981-989.99,"Toxic effect: Paints and dyes, not elsewhere classified","Toxic effect of other substances, chiefly nonmedicinal as to source",Toxic effects of substances chiefly nonmedicinal as to source,T656
12356,12356,T656,T65.6,981.0,981-989.99,"Toxic effect: Paints and dyes, not elsewhere classified",Toxic effect of (non-ethyl) alcohol and petroleum and other solvents,Toxic effects of substances chiefly nonmedicinal as to source,T656
12357,12357,T658,T65.8,989.0,981-989.99,Toxic effect: Toxic effect of other specified substances,"Toxic effect of other substances, chiefly nonmedicinal as to source",Toxic effects of substances chiefly nonmedicinal as to source,T658
12358,12358,T659,T65.9,989.0,981-989.99,Toxic effect: Toxic effect of unspecified substance,"Toxic effect of other substances, chiefly nonmedicinal as to source",Toxic effects of substances chiefly nonmedicinal as to source,T659
12359,12359,T66X,T66,990.0,990-995.99,Unspecified effects of radiation,Effects radiation NOS,Other and unspecified effects of external causes,T66
12360,12360,T67,T67,1014.0,,Effects of heat and light,"Effects of heat, cold and air pressure",,T67
12361,12361,T670,T67.0,1014.0,,Heatstroke and sunstroke,"Effects of heat, cold and air pressure",,T670
12362,12362,T671,T67.1,1014.0,,Heat syncope,"Effects of heat, cold and air pressure",,T671
12363,12363,T672,T67.2,1014.0,,Heat cramp,"Effects of heat, cold and air pressure",,T672
12364,12364,T673,T67.3,1014.0,,"Heat exhaustion, anhydrotic","Effects of heat, cold and air pressure",,T673
12365,12365,T674,T67.4,1014.0,,Heat exhaustion due to salt depletion,"Effects of heat, cold and air pressure",,T674
12366,12366,T675,T67.5,1014.0,,"Heat exhaustion, unspecified","Effects of heat, cold and air pressure",,T675
12367,12367,T676,T67.6,1014.0,,"Heat fatigue, transient","Effects of heat, cold and air pressure",,T676
12368,12368,T677,T67.7,1014.0,,Heat oedema,"Effects of heat, cold and air pressure",,T677
12369,12369,T678,T67.8,1014.0,,Other effects of heat and light,"Effects of heat, cold and air pressure",,T678
12370,12370,T679,T67.9,1014.0,,"Effect of heat and light, unspecified","Effects of heat, cold and air pressure",,T679
12371,12371,T68X,T68,780.0,780-780.99,Hypothermia,Hypothermia/Chills,Hypothermia/Chills,T68
12372,12372,T69,T69,1014.0,,Other effects of reduced temperature,"Effects of heat, cold and air pressure",,T69
12373,12373,T690,T69.0,1014.0,,Immersion hand and foot,"Effects of heat, cold and air pressure",,T690
12374,12374,T691,T69.1,1014.0,,Chilblains,"Effects of heat, cold and air pressure",,T691
12375,12375,T698,T69.8,1014.0,,Other specified effects of reduced temperature,"Effects of heat, cold and air pressure",,T698
12376,12376,T699,T69.9,1014.0,,"Effect of reduced temperature, unspecified","Effects of heat, cold and air pressure",,T699
12377,12377,T70,T70,1014.0,,Effects of air pressure and water pressure,"Effects of heat, cold and air pressure",,T70
12378,12378,T700,T70.0,1014.0,,Otitic barotrauma,"Effects of heat, cold and air pressure",,T700
12379,12379,T701,T70.1,1014.0,,Sinus barotrauma,"Effects of heat, cold and air pressure",,T701
12380,12380,T702,T70.2,1014.0,,Other and unspecified effects of high altitude,"Effects of heat, cold and air pressure",,T702
12381,12381,T703,T70.3,1014.0,,Caisson disease [decompression sickness],"Effects of heat, cold and air pressure",,T703
12382,12382,T704,T70.4,1015.0,,Effects of high-pressure fluids,Effects of other external causes,,T704
12383,12383,T704,T70.4,1014.0,,Effects of high-pressure fluids,"Effects of heat, cold and air pressure",,T704
12384,12384,T708,T70.8,1014.0,,Other effects of air pressure and water pressure,"Effects of heat, cold and air pressure",,T708
12385,12385,T709,T70.9,1014.0,,"Effect of air pressure and water pressure, unspecified","Effects of heat, cold and air pressure",,T709
12386,12386,T71X,T71,1013.0,,Asphyxiation,Asphyxia and hypoxemia,,T71
12387,12387,T73,T73,1015.0,,Effects of other deprivation,Effects of other external causes,,T73
12388,12388,T730,T73.0,1015.0,,Effects of hunger,Effects of other external causes,,T730
12389,12389,T731,T73.1,1015.0,,Effects of thirst,Effects of other external causes,,T731
12390,12390,T732,T73.2,1015.0,,Exhaustion due to exposure,Effects of other external causes,,T732
12391,12391,T733,T73.3,1015.0,,Exhaustion due to excessive exertion,Effects of other external causes,,T733
12392,12392,T738,T73.8,1015.0,,Other effects of deprivation,Effects of other external causes,,T738
12393,12393,T739,T73.9,1015.0,,"Effect of deprivation, unspecified",Effects of other external causes,,T739
12394,12394,T741,T74.1,1015.0,,Physical abuse,Effects of other external causes,,T741
12395,12395,T743,T74.3,1015.0,,Psychological abuse,Effects of other external causes,,T743
12396,12396,T75,T75,1015.0,,Effects of other external causes,Effects of other external causes,,T75
12397,12397,T750,T75.0,1015.0,,Effects of lightning,Effects of other external causes,,T750
12398,12398,T751,T75.1,1015.0,,Drowning and nonfatal submersion,Effects of other external causes,,T751
12399,12399,T752,T75.2,1015.0,,Effects of vibration,Effects of other external causes,,T752
12400,12400,T753,T75.3,1015.0,,Motion sickness,Effects of other external causes,,T753
12401,12401,T754,T75.4,1015.0,,Effects of electric current,Effects of other external causes,,T754
12402,12402,T758,T75.8,1015.0,,Other specified effects of external causes,Effects of other external causes,,T758
12403,12403,T78,T78,1015.0,,"Adverse effects, not elsewhere classified",Effects of other external causes,,T78
12404,12404,T780,T78.0,930.0,930-949.99,Anaphylactic shock due to adverse food reaction,Allergic reaction to food,allergic reactions,T780
12405,12405,T781,T78.1,930.0,930-949.99,"Other adverse food reactions, not elsewhere classified",Allergic reaction to food,allergic reactions,T781
12406,12406,T782,T78.2,946.0,930-949.99,"Anaphylactic shock, unspecified",Anaphylactic shock NOS,allergic reactions,T782
12407,12407,T783,T78.3,947.0,930-949.99,Angioneurotic oedema,Urticaria,allergic reactions,T783
12408,12408,T783,T78.3,946.0,930-949.99,Angioneurotic oedema,Anaphylactic shock NOS,allergic reactions,T783
12409,12409,T784,T78.4,949.0,930-949.99,"Allergy, unspecified","Allergies, other",allergic reactions,T784
12410,12410,T788,T78.8,949.0,930-949.99,"Other adverse effects, not elsewhere classified","Allergies, other",allergic reactions,T788
12411,12411,T789,T78.9,783.0,783-783.99,"Adverse effect, unspecified",Fever of unknown origin,fever,T789
12412,12412,T79,T79,958.0,958-959.99,"Certain early complications of trauma, not elsewhere classified",Certain early complications of trauma or procedure,Certain traumatic complications and unspecified injuries,T79
12413,12413,T790,T79.0,958.0,958-959.99,Air embolism (traumatic),Certain early complications of trauma or procedure,Certain traumatic complications and unspecified injuries,T790
12414,12414,T791,T79.1,958.0,958-959.99,Fat embolism (traumatic),Certain early complications of trauma or procedure,Certain traumatic complications and unspecified injuries,T791
12415,12415,T792,T79.2,958.0,958-959.99,Traumatic secondary and recurrent haemorrhage,Certain early complications of trauma or procedure,Certain traumatic complications and unspecified injuries,T792
12416,12416,T793,T79.3,958.0,958-959.99,"Post-traumatic wound infection, not elsewhere classified",Certain early complications of trauma or procedure,Certain traumatic complications and unspecified injuries,T793
12417,12417,T794,T79.4,958.0,958-959.99,Traumatic shock,Certain early complications of trauma or procedure,Certain traumatic complications and unspecified injuries,T794
12418,12418,T795,T79.5,958.0,958-959.99,Traumatic anuria,Certain early complications of trauma or procedure,Certain traumatic complications and unspecified injuries,T795
12419,12419,T796,T79.6,958.0,958-959.99,Traumatic ischaemia of muscle,Certain early complications of trauma or procedure,Certain traumatic complications and unspecified injuries,T796
12420,12420,T797,T79.7,958.2,958-959.99,Traumatic subcutaneous emphysema,Traumatic and surgical subcutaneous emphysema,Certain traumatic complications and unspecified injuries,T797
12421,12421,T798,T79.8,958.0,958-959.99,Other early complications of trauma,Certain early complications of trauma or procedure,Certain traumatic complications and unspecified injuries,T798
12422,12422,T799,T79.9,1012.0,,Unspecified early complication of trauma,Late effect,,T799
12423,12423,T80,T80,1011.0,,"Complications following infusion, transfusion and therapeutic injection",Complications of surgical and medical procedures,,T80
12424,12424,T800,T80.0,1011.0,,"Air embolism following infusion, transfusion and therapeutic injection",Complications of surgical and medical procedures,,T800
12425,12425,T801,T80.1,1011.0,,"Vascular complications following infusion, transfusion and therapeutic injection",Complications of surgical and medical procedures,,T801
12426,12426,T802,T80.2,1011.0,,"Infections following infusion, transfusion and therapeutic injection",Complications of surgical and medical procedures,,T802
12427,12427,T803,T80.3,942.0,930-949.99,ABO incompatibility reaction,Infusion and transfusion reaction,allergic reactions,T803
12428,12428,T804,T80.4,1011.0,,Rh incompatibility reaction,Complications of surgical and medical procedures,,T804
12429,12429,T804,T80.4,942.0,930-949.99,Rh incompatibility reaction,Infusion and transfusion reaction,allergic reactions,T804
12430,12430,T805,T80.5,941.0,930-949.99,Anaphylactic shock due to serum,Adverse reaction to serum or vaccine,allergic reactions,T805
12431,12431,T806,T80.6,1011.0,,Other serum reactions,Complications of surgical and medical procedures,,T806
12432,12432,T808,T80.8,1011.0,,"Other complications following infusion, transfusion and therapeutic injection",Complications of surgical and medical procedures,,T808
12433,12433,T809,T80.9,1011.0,,"Unspecified complication following infusion, transfusion and therapeutic injection",Complications of surgical and medical procedures,,T809
12434,12434,T810,T81.0,850.0,850-859.99,"Haemorrhage and haematoma complicating a procedure, not elsewhere classified",Hemorrhage or hematoma complicating a procedure,Complications,T810
12435,12435,T811,T81.1,958.1,958-959.99,"Shock during or resulting from a procedure, not elsewhere classified",Postoperative shock,Certain traumatic complications and unspecified injuries,T811
12436,12436,T812,T81.2,1015.0,,"Accidental puncture and laceration during a procedure, not elsewhere classified",Effects of other external causes,,T812
12437,12437,T813,T81.3,1015.0,,"Disruption of operation wound, not elsewhere classified",Effects of other external causes,,T813
12438,12438,T814,T81.4,80.0,080-082.99,"Infection following a procedure, not elsewhere classified",Postoperative infection,Postoperative infection,T814
12439,12439,T815,T81.5,1015.0,,Foreign body accidentally left in body cavity or operation wound following a procedure,Effects of other external causes,,T815
12440,12440,T816,T81.6,1011.0,,Acute reaction to foreign substance accidentally left during a procedure,Complications of surgical and medical procedures,,T816
12441,12441,T817,T81.7,854.0,850-859.99,"Vascular complications following a procedure, not elsewhere classified","Complications of cardiac/vascular device, implant, and graft",Complications,T817
12442,12442,T817,T81.7,1011.0,,"Vascular complications following a procedure, not elsewhere classified",Complications of surgical and medical procedures,,T817
12443,12443,T818,T81.8,1011.0,,"Other complications of procedures, not elsewhere classified",Complications of surgical and medical procedures,,T818
