,Unnamed: 0,parent_id,phecode,node_id,phenotype,phecode_exclude_range,sex,rollup,leaf,category_number,category
901,901,-1,555.2,901,Ulcerative colitis,555-564.99,Both,1,0,10,digestive
902,902,901,555.21,902,Ulcerative colitis (chronic),555-564.99,Both,1,1,10,digestive
903,903,-1,556,903,Ulceration of the lower GI tract,555-564.99,Both,1,0,10,digestive
904,904,903,556.1,904,Ulceration of intestine,555-564.99,Both,1,0,10,digestive
905,905,-1,557,905,Intestinal malabsorption (non-celiac),555-564.99,Both,1,1,10,digestive
906,906,905,557.1,906,Celiac disease,555-564.99,Both,0,1,10,digestive
907,907,-1,558,907,Noninfectious gastroenteritis,555-564.99,Both,1,1,10,digestive
908,908,-1,559,908,Ileostomy status,555-564.99,Both,1,1,10,digestive
909,909,-1,560.1,909,Paralytic ileus,555-564.99,Both,1,1,10,digestive
910,910,-1,560.2,910,Impaction of intestine,555-564.99,Both,1,1,10,digestive
911,911,-1,560.3,911,Peritoneal or intestinal adhesions,555-564.99,Both,1,1,10,digestive
912,912,-1,560.4,912,Other intestinal obstruction,555-564.99,Both,1,1,10,digestive
913,913,-1,561,913,Symptoms involving digestive system,555-564.99,Both,1,0,10,digestive
914,914,913,561.1,914,Diarrhea,555-564.99,Both,1,0,10,digestive
915,915,913,561.2,915,Flatulence,555-564.99,Both,1,0,10,digestive
916,916,-1,562.1,916,Diverticulosis,555-564.99,Both,1,1,10,digestive
917,917,-1,563,917,Constipation,555-564.99,Both,1,0,10,digestive
918,918,-1,564,918,Functional digestive disorders,555-564.99,,1,0,10,digestive
919,919,918,564.1,919,Irritable Bowel Syndrome,555-564.99,,1,1,10,digestive
920,920,918,564.8,920,Abnormal findings on exam of gastrointestinal tract/ abdominal area,555-564.99,Both,1,0,10,digestive
921,921,918,564.9,921,Personal history of diseases of digestive system,555-564.99,Both,1,1,10,digestive
922,922,-1,565,922,Anal and rectal conditions,565-569.99,,1,0,10,digestive
923,923,922,565.1,923,Anal and rectal polyp,565-569.99,Both,1,1,10,digestive
924,924,-1,567,924,Peritonitis and retroperitoneal infections,565-569.99,,1,1,10,digestive
925,925,-1,568,925,Other disorders of peritoneum,565-569.99,,1,0,10,digestive
926,926,925,568.1,926,Peritoneal adhesions (postoperative) (postinfection),565-569.99,Both,1,1,10,digestive
927,927,-1,569,927,Other disorders of intestine,565-569.99,,1,0,10,digestive
928,928,927,569.1,928,Toxic gastroenteritis and colitis,565-569.99,Both,1,1,10,digestive
929,929,927,569.2,929,Gastrointestinal complications,565-569.99,Both,1,1,10,digestive
930,930,-1,571.5,930,Other chronic nonalcoholic liver disease,570-573.99,Both,1,0,10,digestive
931,931,930,571.51,931,Cirrhosis of liver without mention of alcohol,570-573.99,Both,1,1,10,digestive
932,932,-1,571.6,932,Primary biliary cirrhosis,570-573.99,Both,1,1,10,digestive
933,933,-1,571.8,933,Liver abscess and sequelae of chronic liver disease,570-573.99,Both,1,0,10,digestive
934,934,933,571.81,934,Portal hypertension,570-573.99,Both,1,1,10,digestive
935,935,-1,572,935,Ascites (non malignant),570-573.99,,1,1,10,digestive
936,936,-1,573,936,Other disorders of liver,570-573.99,,1,0,10,digestive
937,937,936,573.1,937,Chronic passive congestion of liver,570-573.99,Both,1,1,10,digestive
938,938,936,573.2,938,Liver replaced by transplant,570-573.99,Both,0,1,10,digestive
939,939,936,573.3,939,Hepatomegaly,570-573.99,Both,0,1,10,digestive
940,940,936,573.4,940,Acute and subacute necrosis of liver,570-573.99,Both,0,1,10,digestive
941,941,936,573.5,941,Jaundice (not of newborn),570-573.99,Both,0,1,10,digestive
942,942,936,573.7,942,Abnormal results of function study of liver,570-573.99,Both,0,1,10,digestive
943,943,936,573.9,943,Abnormal serum enzyme levels,570-573.99,Both,0,1,10,digestive
944,944,-1,574.1,944,Cholelithiasis,574-576.99,Both,1,0,10,digestive
945,945,944,574.11,945,Cholelithiasis with acute cholecystitis,574-576.99,Both,1,1,10,digestive
946,946,944,574.12,946,Cholelithiasis with other cholecystitis,574-576.99,Both,1,1,10,digestive
947,947,-1,574.2,947,Calculus of bile duct,574-576.99,Both,1,1,10,digestive
948,948,-1,574.3,948,Cholecystitis without cholelithiasis,574-576.99,Both,1,1,10,digestive
949,949,-1,575.1,949,Cholangitis,574-576.99,Both,1,1,10,digestive
950,950,-1,575.2,950,Obstruction of bile duct,574-576.99,Both,1,1,10,digestive
951,951,-1,575.6,951,Cholesterolosis of gallbladder,574-576.99,Both,1,1,10,digestive
952,952,-1,575.7,952,Other disorders of gallbladder,574-576.99,Both,1,1,10,digestive
953,953,-1,575.8,953,Other disorders of biliary tract,574-576.99,Both,1,1,10,digestive
954,954,-1,575.9,954,Nonspecific abnormal findings on radiological and other examination of biliary tract,574-576.99,Both,1,1,10,digestive
955,955,-1,577,955,Diseases of pancreas,577-577.99,,1,0,10,digestive
956,956,955,577.1,956,Acute pancreatitis,577-577.99,Both,1,1,10,digestive
957,957,955,577.2,957,Chronic pancreatitis,577-577.99,Both,1,1,10,digestive
958,958,955,577.3,958,Cyst and pseudocyst of pancreas,577-577.99,Both,1,1,10,digestive
959,959,-1,578.1,959,Hematemesis,578-579.99,Both,1,1,10,digestive
960,960,-1,578.2,960,Blood in stool,578-579.99,Both,1,1,10,digestive
961,961,-1,578.8,961,Hemorrhage of rectum and anus,578-579.99,Both,1,1,10,digestive
962,962,-1,578.9,962,Hemorrhage of gastrointestinal tract,578-579.99,Both,1,1,10,digestive
963,963,-1,579,963,Other symptoms involving abdomen and pelvis,578-579.99,,1,0,10,digestive
964,964,963,579.2,964,Splenomegaly,578-579.99,Both,1,1,10,digestive
965,965,963,579.8,965,Nonspecific abnormal findings in stool contents,578-579.99,Both,0,1,10,digestive
966,966,-1,580.11,966,Proliferative glomerulonephritis,580-590.99,Both,1,1,11,genitourinary
967,967,-1,580.12,967,Non-proliferative glomerulonephritis,580-590.99,Both,1,1,11,genitourinary
968,968,-1,580.14,968,"Chronic glomerulonephritis, NOS",580-590.99,Both,1,1,11,genitourinary
969,969,-1,580.2,969,Nephrotic syndrome without mention of glomerulonephritis,580-590.99,Both,1,1,11,genitourinary
970,970,-1,580.32,970,Nephritis and nephropathy with pathological lesion,580-590.99,Both,1,1,11,genitourinary
971,971,-1,585.1,971,Acute renal failure,580-590.99,Both,1,1,11,genitourinary
972,972,-1,585.2,972,Renal failure NOS,580-590.99,Both,1,1,11,genitourinary
973,973,-1,585.3,973,Chronic renal failure [CKD],580-590.99,Both,1,0,11,genitourinary
974,974,973,585.31,974,Renal dialysis,580-590.99,Both,1,1,11,genitourinary
975,975,-1,586,975,Other disorders of the kidney and ureters,580-590.99,,1,0,11,genitourinary
976,976,-1,586.11,976,Small kidney,580-590.99,Both,1,1,11,genitourinary
977,977,-1,586.12,977,Vesicoureteral reflux,580-590.99,Both,1,1,11,genitourinary
978,978,975,586.2,978,"Cyst of kidney, acquired",580-590.99,Both,1,1,11,genitourinary
979,979,975,586.3,979,Vascular disorders of kidney/hypertrophy,580-590.99,Both,1,1,11,genitourinary
980,980,975,586.4,980,Stricture/obstruction of ureter,580-590.99,Both,1,1,11,genitourinary
981,981,-1,587,981,Kidney replaced by transpant,580-590.99,,1,1,11,genitourinary
982,982,-1,588,982,Disorders resulting from impaired renal function,580-590.99,,1,0,11,genitourinary
983,983,982,588.1,983,Renal osteodystrophy,580-590.99,Both,1,1,11,genitourinary
984,984,-1,589,984,Abnormal results of function study of kidney,580-590.99,,1,1,11,genitourinary
985,985,-1,590,985,Pyelonephritis,590-593.99,,1,1,11,genitourinary
986,986,-1,591,986,Urinary tract infection,590-593.99,,1,1,11,genitourinary
987,987,-1,592.1,987,Cystitis,590-593.99,Both,1,0,11,genitourinary
988,988,987,592.11,988,Acute cystitis,590-593.99,Both,1,1,11,genitourinary
989,989,987,592.12,989,Chronic cystitis,590-593.99,Both,1,1,11,genitourinary
990,990,987,592.13,990,Chronic interstitial cystitis,590-593.99,Both,1,1,11,genitourinary
991,991,-1,592.2,991,Urethritis and urethral syndrome,590-593.99,Both,1,0,11,genitourinary
992,992,991,592.21,992,Urethral syndrome,590-593.99,Both,1,1,11,genitourinary
993,993,-1,593,993,Hematuria,590-593.99,Both,1,0,11,genitourinary
994,994,-1,594,994,Urinary calculus,594-595.99,Both,1,0,11,genitourinary
995,995,994,594.1,995,Calculus of kidney,594-595.99,Both,1,1,11,genitourinary
996,996,994,594.2,996,Calculus of lower urinary tract,594-595.99,Both,1,1,11,genitourinary
997,997,994,594.3,997,Calculus of ureter,594-595.99,Both,1,1,11,genitourinary
998,998,994,594.8,998,Renal colic,594-595.99,Both,1,1,11,genitourinary
999,999,-1,595,999,Hydronephrosis,594-595.99,,1,1,11,genitourinary
1000,1000,-1,596,1000,Other disorders of bladder,595-597.99,,1,0,11,genitourinary
1001,1001,1000,596.1,1001,Bladder neck obstruction,595-597.99,Both,1,1,11,genitourinary
1002,1002,1000,596.5,1002,Functional disorders of bladder,595-597.99,Both,1,1,11,genitourinary
1003,1003,-1,597,1003,Other disorders of urethra and urinary tract,595-597.99,,1,0,11,genitourinary
1004,1004,1003,597.1,1004,Urethral stricture (not specified as infectious),595-597.99,Both,1,1,11,genitourinary
1005,1005,1003,597.2,1005,Urinary complications NEC,595-597.99,Both,0,1,11,genitourinary
1006,1006,-1,598,1006,Abnormal findings on examination of urine,598-598.99,,1,0,11,genitourinary
1007,1007,1006,598.9,1007,Other nonspecific findings on examination of urine,598-598.99,Both,1,0,11,genitourinary
1008,1008,-1,599,1008,Other symptoms/disorders or the urinary system,599-599.99,,1,0,11,genitourinary
1009,1009,1008,599.1,1009,Urinary obstruction,599-599.99,,0,1,11,genitourinary
1010,1010,1008,599.2,1010,Retention of urine,599-599.99,,0,1,11,genitourinary
1011,1011,1008,599.3,1011,Dysuria,599-599.99,Both,1,1,11,genitourinary
1012,1012,1008,599.4,1012,Urinary incontinence,599-599.99,Both,1,1,11,genitourinary
1013,1013,1008,599.5,1013,Frequency of urination and polyuria,599-599.99,Both,1,1,11,genitourinary
1014,1014,1008,599.6,1014,Oliguria and anuria,599-599.99,Both,1,1,11,genitourinary
1015,1015,1008,599.7,1015,Urethral discharge,599-599.99,Both,1,1,11,genitourinary
1016,1016,1008,599.8,1016,Other symptoms involving urinary system,599-599.99,Both,1,1,11,genitourinary
1017,1017,1008,599.9,1017,Other abnormality of urination,599-599.99,Both,1,1,11,genitourinary
1018,1018,-1,600,1018,Hyperplasia of prostate,"185-187.99, 796-796.99, 600-602.99",Male,1,1,11,genitourinary
1019,1019,-1,601.1,1019,Prostatitis,"185-187.99, 796-796.99, 600-602.99",Male,1,0,11,genitourinary
1020,1020,1019,601.11,1020,Acute prostatitis,"185-187.99, 796-796.99, 600-602.99",Male,1,1,11,genitourinary
1021,1021,1019,601.12,1021,Chronic prostatitis,"185-187.99, 796-796.99, 600-602.99",Male,1,1,11,genitourinary
1022,1022,-1,601.4,1022,Balanoposthitis,"185-187.99, 796-796.99, 600-602.99",Male,1,1,11,genitourinary
1023,1023,-1,601.8,1023,Other inflammatory disorders of male genital organs,"185-187.99, 796-796.99, 600-602.99",Male,1,1,11,genitourinary
1024,1024,-1,602,1024,Other disorders of prostate,"185-187.99, 796-796.99, 600-602.99",Male,1,0,11,genitourinary
1025,1025,-1,603,1025,Other disorders of testis,600-609.99,Male,1,0,11,genitourinary
1026,1026,1025,603.1,1026,Hydrocele,600-609.99,Male,1,1,11,genitourinary
1027,1027,1025,603.2,1027,Spermatocele,600-609.99,Male,1,1,11,genitourinary
1028,1028,-1,604,1028,Disorders of penis,600-609.99,Male,1,0,11,genitourinary
1029,1029,1028,604.1,1029,Redundant prepuce and phimosis/BXO,600-609.99,Male,1,1,11,genitourinary
1030,1030,-1,605,1030,Erectile dysfunction [ED],600-609.99,Male,1,1,11,genitourinary
1031,1031,-1,608,1031,Other disorders of male genital organs,600-609.99,Male,1,1,11,genitourinary
1032,1032,-1,609.1,1032,"Infertility, male",600-609.99,Male,1,0,11,genitourinary
1033,1033,-1,609.2,1033,Abnormal spermatozoa,600-609.99,Male,1,1,11,genitourinary
1034,1034,-1,610.1,1034,Cystic mastopathy,610-613.99,Female,1,1,11,genitourinary
1035,1035,-1,610.2,1035,Fibroadenosis of breast,610-613.99,Female,1,1,11,genitourinary
1036,1036,-1,610.3,1036,Fibrosclerosis of breast,610-613.99,Female,1,1,11,genitourinary
1037,1037,-1,610.4,1037,Benign neoplasm of breast,610-613.99,Female,1,1,11,genitourinary
1038,1038,-1,610.8,1038,Other specified benign mammary dysplasias,610-613.99,Female,0,1,11,genitourinary
1039,1039,-1,611.1,1039,Abnormal mammogram,610-613.99,Both,1,0,11,genitourinary
1040,1040,-1,611.3,1040,Lump or mass in breast,610-613.99,Both,1,1,11,genitourinary
1041,1041,-1,612.1,1041,Galactorrhea,610-613.99,Both,1,1,11,genitourinary
1042,1042,-1,612.2,1042,Hypertrophy of breast (Gynecomastia),610-613.99,Both,1,1,11,genitourinary
1043,1043,-1,612.3,1043,Congenital anomalies of breast,610-613.99,Both,1,1,11,genitourinary
1044,1044,-1,613,1044,Other nonmalignant breast conditions,613-613.99,Both,1,0,11,genitourinary
1045,1045,1044,613.1,1045,Inflammatory disease of breast,613-613.99,Both,1,1,11,genitourinary
1046,1046,1044,613.5,1046,Mastodynia,613-613.99,Both,1,1,11,genitourinary
1047,1047,1044,613.7,1047,Other signs and symptoms in breast,613-613.99,Both,1,1,11,genitourinary
1048,1048,1044,613.8,1048,Other specified disorders of breast,613-613.99,Both,1,1,11,genitourinary
1049,1049,1044,613.9,1049,Breast disorder NOS,613-613.99,Both,1,1,11,genitourinary
1050,1050,-1,614,1050,Inflammatory diseases of female pelvic organs,614-616.99,Female,1,0,11,genitourinary
1051,1051,1050,614.1,1051,"Pelvic peritoneal adhesions, female (postoperative) (postinfection)",614-616.99,Female,1,1,11,genitourinary
1052,1052,1050,614.3,1052,Pelvic inflammatory disease (PID),614-616.99,Female,1,0,11,genitourinary
1053,1053,1052,614.31,1053,Acute inflammatory pelvic disease,614-616.99,Female,1,1,11,genitourinary
1054,1054,1052,614.32,1054,Chronic inflammatory pelvic disease,614-616.99,Female,1,1,11,genitourinary
1055,1055,1052,614.33,1055,"Pelvic inflammatory disease, NOS",614-616.99,Female,1,1,11,genitourinary
1056,1056,1050,614.4,1056,"Inflammatory diseases of uterus, except cervix",614-616.99,Female,1,1,11,genitourinary
1057,1057,1050,614.5,1057,"Inflammatory disease of cervix, vagina, and vulva",614-616.99,Female,1,0,11,genitourinary
1058,1058,1057,614.51,1058,Cervicitis and endocervicitis,614-616.99,Female,1,1,11,genitourinary
1059,1059,1057,614.52,1059,Vaginitis and vulvovaginitis,614-616.99,Female,1,1,11,genitourinary
1060,1060,1057,614.53,1060,Cyst or abscess of Bartholin's gland,614-616.99,Female,1,1,11,genitourinary
1061,1061,1057,614.54,1061,Abscess or ulceration of vulva,614-616.99,Female,1,1,11,genitourinary
1062,1062,-1,615,1062,Endometriosis,614-616.99,Female,1,1,11,genitourinary
1063,1063,-1,617,1063,"Disorders secondary to childbirth, surgery, trauma",617-618.99,Female,1,0,11,genitourinary
1064,1064,-1,618,1064,Genital prolapse,617-618.99,Female,1,0,11,genitourinary
1065,1065,1064,618.1,1065,Prolapse of vaginal walls,617-618.99,Female,1,1,11,genitourinary
1066,1066,1064,618.2,1066,Uterine/Uterovaginal prolapse,617-618.99,Female,1,1,11,genitourinary
1067,1067,1064,618.5,1067,Prolapse of vaginal vault after hysterectomy,617-618.99,Female,1,1,11,genitourinary
1068,1068,1064,618.6,1068,"Vaginal enterocele, congenital or acquired",617-618.99,Female,1,1,11,genitourinary
1069,1069,-1,619,1069,Noninflammatory female genital disorders,619-619.99,Female,1,0,11,genitourinary
1070,1070,1069,619.1,1070,"Noninflammatory disorders of ovary, fallopian tube, and broad ligament",619-619.99,Female,1,1,11,genitourinary
1071,1071,1069,619.2,1071,"Disorders of uterus, NEC",619-619.99,Female,1,1,11,genitourinary
1072,1072,1069,619.3,1072,Noninflammatory disorders of cervix,619-619.99,Female,1,1,11,genitourinary
1073,1073,1069,619.4,1073,Noninflammatory disorders of vagina,619-619.99,Female,1,1,11,genitourinary
1074,1074,1069,619.5,1074,Noninflammatory disorders of vulva and perineum,619-619.99,Female,1,1,11,genitourinary
1075,1075,-1,620,1075,Dysplasia of female genital organs,620-623.99,Female,1,0,11,genitourinary
1076,1076,-1,621,1076,Endometrial hyperplasia,620-623.99,Female,1,1,11,genitourinary
1077,1077,-1,622,1077,Polyp of female genital organs,620-623.99,Female,1,0,11,genitourinary
1078,1078,1077,622.1,1078,Polyp of corpus uteri,620-623.99,Female,1,1,11,genitourinary
1079,1079,1077,622.2,1079,Mucous polyp of cervix,620-623.99,Female,1,1,11,genitourinary
1080,1080,-1,623,1080,Hypertrophy of female genital organs,620-623.99,Female,1,1,11,genitourinary
1081,1081,-1,624,1081,Symptoms involving female genital tract,624-625.99,Female,1,0,11,genitourinary
1082,1082,1081,624.1,1082,Dystrophy of female genital tract,624-625.99,Female,1,1,11,genitourinary
1083,1083,1081,624.2,1083,Atrophy of female genital tract,624-625.99,Female,1,1,11,genitourinary
1084,1084,1081,624.9,1084,"stress incontinence, female",624-625.99,Female,0,1,11,genitourinary
1085,1085,-1,625,1085,Pain and other symptoms associated with female genital organs,624-625.99,Female,1,0,11,genitourinary
1086,1086,1085,625.1,1086,Dyspareunia,624-625.99,Female,1,1,11,genitourinary
1087,1087,-1,626,1087,Disorders of menstruation and other abnormal bleeding from female genital tract,626-628.99,Female,1,0,11,genitourinary
1088,1088,1087,626.1,1088,Irregular menstrual cycle/bleeding,626-628.99,Female,1,0,11,genitourinary
1089,1089,1088,626.11,1089,Absent or infrequent menstruation,626-628.99,Female,1,1,11,genitourinary
1090,1090,1088,626.12,1090,Excessive or frequent menstruation,626-628.99,Female,1,1,11,genitourinary
1091,1091,1088,626.13,1091,Irregular menstrual cycle,626-628.99,Female,1,1,11,genitourinary
1092,1092,1088,626.14,1092,Irregular menstrual bleeding,626-628.99,Female,1,1,11,genitourinary
1093,1093,1088,626.15,1093,"Infertility, female, associated with anovulation",626-628.99,Female,1,1,11,genitourinary
1094,1094,1087,626.2,1094,Dysmenorrhea,626-628.99,Female,1,0,11,genitourinary
1095,1095,1094,626.21,1095,Mittelschmerz,626-628.99,Female,1,1,11,genitourinary
1096,1096,1087,626.4,1096,Premenstrual tension syndromes,626-628.99,Female,1,1,11,genitourinary
1097,1097,1087,626.8,1097,"Infertility, female",626-628.99,Female,1,1,11,genitourinary
1098,1098,-1,627,1098,Menopausal and postmenopausal disorders,626-628.99,Female,1,0,11,genitourinary
1099,1099,1098,627.1,1099,Postmenopausal bleeding,626-628.99,Female,1,1,11,genitourinary
1100,1100,1098,627.2,1100,Symptomatic menopause,626-628.99,Female,1,0,11,genitourinary
1101,1101,1098,627.3,1101,Postmenopausal atrophic vaginitis,626-628.99,Female,1,1,11,genitourinary
1102,1102,1098,627.4,1102,Premenopausal menorrhagia,626-628.99,Female,1,1,11,genitourinary
1103,1103,1098,627.5,1103,Premature menopause and other ovarian failure,626-628.99,Female,1,1,11,genitourinary
1104,1104,-1,628,1104,Ovarian cyst,626-628.99,Female,1,1,11,genitourinary
1105,1105,-1,634,1105,Miscarriage; stillbirth,634-636.99,Female,1,0,12,pregnancy complications
1106,1106,1105,634.1,1106,Missed abortion/Hydatidiform mole,634-636.99,Female,1,1,12,pregnancy complications
1107,1107,1105,634.3,1107,Ectopic pregnancy,634-636.99,Female,1,1,12,pregnancy complications
1108,1108,-1,635,1108,Hemorrhage during pregnancy; childbirth and postpartum,634-636.99,Female,1,0,12,pregnancy complications
1109,1109,1108,635.2,1109,"Antepartum hemorrhage, abruptio placentae, and placenta previa",634-636.99,Female,1,1,12,pregnancy complications
1110,1110,1108,635.3,1110,Placenta previa and abruptio placenta,634-636.99,Female,1,1,12,pregnancy complications
1111,1111,-1,636,1111,Early or threatened labor; hemorrhage in early pregnancy,634-636.99,Female,1,0,12,pregnancy complications
1112,1112,1111,636.2,1112,Early onset of delivery,634-636.99,Female,1,1,12,pregnancy complications
1113,1113,1111,636.3,1113,Hemorrhage in early pregnancy,634-636.99,Female,1,1,12,pregnancy complications
1114,1114,1111,636.8,1114,Cervical incompetence,634-636.99,Female,1,1,12,pregnancy complications
1115,1115,-1,637,1115,Short gestation; low birth weight; and fetal growth retardation,634-639.99,Both,1,1,12,pregnancy complications
1116,1116,-1,638,1116,Other high-risk pregnancy,634-639.99,Female,1,0,12,pregnancy complications
1117,1117,-1,639,1117,Complications following abortion or ectopic and molar pregnancies,634-639.99,Female,1,0,12,pregnancy complications
1118,1118,-1,642,1118,"Hypertension complicating pregnancy, childbirth, and the puerperium",642-642.99,Female,1,0,12,pregnancy complications
1119,1119,1118,642.1,1119,Preeclampsia and eclampsia,642-642.99,Female,1,1,12,pregnancy complications
1120,1120,-1,643,1120,Excessive vomiting in pregnancy,643-643.99,Female,1,0,12,pregnancy complications
1121,1121,1120,643.1,1121,Hyperemesis gravidarum,643-643.99,Female,1,1,12,pregnancy complications
1122,1122,-1,644,1122,Anemia during pregnancy,644-644.99,Female,1,1,12,pregnancy complications
1123,1123,-1,645,1123,Late pregnancy and failed induction,645-645.99,Female,1,0,12,pregnancy complications
1124,1124,-1,646,1124,Other complications of pregnancy NEC,646-646.99,Female,1,1,12,pregnancy complications
1125,1125,-1,647,1125,Infectious and parasitic complications affecting pregnancy,647-647.99,Female,1,1,12,pregnancy complications
1126,1126,1125,647.1,1126,Infections of genitourinary tract during pregnancy,647-647.99,Female,0,1,12,pregnancy complications
1127,1127,1125,647.3,1127,Major puerperal infection,647-647.99,Female,0,1,12,pregnancy complications
1128,1128,-1,649,1128,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium",649-649.99,Female,1,1,12,pregnancy complications
1129,1129,1128,649.1,1129,Diabetes or abnormal glucose tolerance complicating pregnancy,649-649.99,Female,0,1,12,pregnancy complications
1130,1130,-1,650,1130,Normal delivery,650-650.99,Female,1,0,12,pregnancy complications
1131,1131,-1,651,1131,Multiple gestation,651-651.99,Female,1,0,12,pregnancy complications
1132,1132,-1,652,1132,Malposition and malpresentation of fetus or obstruction,652-654.99,Female,1,0,12,pregnancy complications
1133,1133,-1,653,1133,Problems associated with amniotic cavity and membranes,652-654.99,Female,1,1,12,pregnancy complications
1134,1134,-1,654,1134,Other and unspecified complications of birth; puerperium affecting management of mother,652-654.99,Female,1,1,12,pregnancy complications
1135,1135,1134,654.1,1135,"Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium",652-654.99,Female,0,1,12,pregnancy complications
1136,1136,1134,654.2,1136,Rhesus isoimmunization in pregnancy,652-654.99,Female,0,1,12,pregnancy complications
1137,1137,-1,655,1137,Known or suspected fetal abnormality affecting management of mother,655-655.99,Female,1,0,12,pregnancy complications
1138,1138,-1,656,1138,Other perinatal conditions of fetus or newborn,656-656.99,Both,1,0,12,pregnancy complications
1139,1139,1138,656.2,1139,Respiratory conditions of fetus and newborn,656-656.99,Both,1,0,12,pregnancy complications
1140,1140,1139,656.22,1140,Interstitial emphysema and related conditions of newborn,656-656.99,Both,1,1,12,pregnancy complications
1141,1141,1139,656.26,1141,Transitory tachypnea or apnea of newborn,656-656.99,Both,1,1,12,pregnancy complications
1142,1142,1138,656.3,1142,Endocrine and metabolic disturbances of fetus and newborn,656-656.99,Both,1,1,12,pregnancy complications
1143,1143,1138,656.5,1143,Hematological disorders of newborn,656-656.99,Both,1,1,12,pregnancy complications
1144,1144,1138,656.7,1144,Conditions involving the integument and temperature regulation of fetus and newborn,656-656.99,Both,1,1,12,pregnancy complications
1145,1145,1138,656.8,1145,Perinatal jaundice,656-656.99,Both,1,1,12,pregnancy complications
1146,1146,1138,656.9,1146,Neonatal bradycardia or tachycardia,656-656.99,Both,1,1,12,pregnancy complications
1147,1147,-1,657,1147,Infections specific to the perinatal period,657-657.99,Both,1,1,12,pregnancy complications
1148,1148,-1,658,1148,Maternal complication of pregnancy affecting fetus or newborn,658-658.99,Female,1,0,12,pregnancy complications
1149,1149,-1,661,1149,Fetal distress and abnormal forces of labor,660-669.99,Female,1,0,12,pregnancy complications
1150,1150,-1,663,1150,Umbilical cord complications during labor and delivery,660-669.99,Female,1,0,12,pregnancy complications
1151,1151,-1,665,1151,Obstetrical/birth trauma,660-669.99,Female,1,0,12,pregnancy complications
1152,1152,-1,668,1152,Complications of the administration of anesthetic or other sedation in labor and delivery,660-669.99,Female,1,0,12,pregnancy complications
1153,1153,-1,669,1153,Complications of labor and delivery NEC,660-669.99,Female,1,1,12,pregnancy complications
1154,1154,-1,671,1154,Venous/cerebrovascular complications embolism in pregnancy and the puerperium,670-677.99,Female,1,1,12,pregnancy complications
1155,1155,-1,674,1155,Other complications of the puerperium NEC,670-677.99,Female,1,1,12,pregnancy complications
1156,1156,-1,676,1156,Other disorders of the breast associated with childbirth and disorders of lactation,670-677.99,Female,1,1,12,pregnancy complications
1157,1157,-1,679,1157,Complications of in utero procedures,678-679.99,Female,1,0,12,pregnancy complications
1158,1158,-1,681,1158,Superficial cellulitis and abscess,680-686.99,Both,1,0,13,dermatologic
1159,1159,1158,681.1,1159,Cellulitis and abscess of fingers/toes,680-686.99,Both,1,1,13,dermatologic
1160,1160,1158,681.2,1160,Cellulitis and abscess of face/neck,680-686.99,Both,1,1,13,dermatologic
1161,1161,1158,681.3,1161,Cellulitis and abscess of arm/hand,680-686.99,Both,1,1,13,dermatologic
1162,1162,1158,681.7,1162,Cellulitis and abscess of trunk,680-686.99,Both,1,1,13,dermatologic
1163,1163,-1,686,1163,Other local infections of skin and subcutaneous tissue,680-686.99,Both,1,1,13,dermatologic
1164,1164,1163,686.1,1164,Carbuncle and furuncle,680-686.99,Both,0,1,13,dermatologic
1165,1165,1163,686.2,1165,Impetigo,680-686.99,Both,0,1,13,dermatologic
1166,1166,1163,686.3,1166,Pilonidal cyst,680-686.99,Both,0,1,13,dermatologic
1167,1167,1163,686.4,1167,Pyogenic granuloma,680-686.99,Both,0,1,13,dermatologic
1168,1168,1163,686.5,1168,Pyoderma,680-686.99,Both,0,1,13,dermatologic
1169,1169,-1,687,1169,Symptoms affecting skin,687-687.99,Both,1,0,13,dermatologic
1170,1170,1169,687.1,1170,Rash and other nonspecific skin eruption,687-687.99,Both,0,1,13,dermatologic
1171,1171,1169,687.2,1171,"Localized superficial swelling, mass, or lump",687-687.99,Both,1,0,13,dermatologic
1172,1172,1169,687.3,1172,Changes in skin texture,687-687.99,Both,1,1,13,dermatologic
1173,1173,1169,687.4,1173,Disturbance of skin sensation,687-687.99,Both,0,1,13,dermatologic
1174,1174,-1,689,1174,Disorder of skin and subcutaneous tissue NOS,689-689.99,Both,1,1,13,dermatologic
1175,1175,-1,690,1175,Erythematosquamous dermatosis,690-697.99,Both,1,0,13,dermatologic
1176,1176,1175,690.1,1176,Seborrheic dermatitis,690-697.99,Both,1,1,13,dermatologic
1177,1177,-1,691,1177,Congenital anomalies of skin,690-697.99,Both,1,0,13,dermatologic
1178,1178,1177,691.1,1178,Ichthyosis congenita,690-697.99,Both,1,1,13,dermatologic
1179,1179,1177,691.3,1179,Congenital pigmentary anomalies of skin,690-697.99,Both,1,1,13,dermatologic
1180,1180,-1,694.1,1180,Vitiligo,690-697.99,Both,1,1,13,dermatologic
1181,1181,-1,694.2,1181,Other dyschromia,690-697.99,Both,1,1,13,dermatologic
1182,1182,-1,694.3,1182,Vascular disorders of skin,690-697.99,Both,1,1,13,dermatologic
1183,1183,-1,695.1,1183,Toxic erythema,690-697.99,Both,1,1,13,dermatologic
1184,1184,-1,695.2,1184,Bullous dermatoses,690-697.99,Both,1,0,13,dermatologic
